filepath,class,source,split
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00440.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00648.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00497.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00374.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00330.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00498.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00441.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00331.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00296.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00649.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00318.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00650.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00307.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00319.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00320.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00067.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00442.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00375.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00297.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00321.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00308.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00651.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00298.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00652.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00443.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00653.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00322.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00499.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00332.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00654.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00246.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00309.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00310.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00333.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00247.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00334.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00335.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00376.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00444.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00500.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00299.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00501.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00655.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00445.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00502.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00656.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00377.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00657.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00323.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00336.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00300.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00311.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00658.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00659.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00378.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00503.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00301.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00302.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00303.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00379.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00660.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00446.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00661.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00447.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00662.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00504.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00068.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00304.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00448.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00505.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00506.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00312.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00663.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00313.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00305.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00664.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00324.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00449.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00665.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00069.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00380.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00248.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00306.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00450.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00666.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00451.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00381.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00507.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00508.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00325.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00667.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00452.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00307.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00668.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00337.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00326.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00669.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00314.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00453.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00308.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00338.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00339.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00309.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00509.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00454.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00327.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00340.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00341.jpg,Corn___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00455.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00382.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00670.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00342.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00249.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00510.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00315.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00456.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_CCMT_00343.jpg,Corn___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00671.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00070.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00457.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00344.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00672.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00250.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00328.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00329.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00251.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00330.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00511.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00383.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00384.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00310.jpg,Corn___Common_Rust,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00512.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00458.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00673.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00331.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Fall_Armyworm/Corn___Fall_Armyworm_CCMT_00071.jpg,Corn___Fall_Armyworm,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00345.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00385.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00513.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00674.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00311.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00675.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00332.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00676.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00346.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00386.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_PV_00459.jpg,Corn___Gray_Leaf_Spot,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00677.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00678.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00514.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00252.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00312.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00387.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00347.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00333.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00334.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Common_Rust/Corn___Common_Rust_PV_00313.jpg,Corn___Common_Rust,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00679.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00515.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00388.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00516.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00316.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00348.jpg,Corn___Healthy,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00517.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00680.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00317.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00518.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00335.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00681.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00336.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00318.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00682.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00389.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00519.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00337.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Healthy/Corn___Healthy_PV_00349.jpg,Corn___Healthy,PV,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00683.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00338.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00520.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Cassava___Bacterial_Blight/Cassava___Bacterial_Blight_CCMT_00684.jpg,Cassava___Bacterial_Blight,CCMT,train
data/processed/train/Cassava___Mosaic/Cassava___Mosaic_CCMT_00339.jpg,Cassava___Mosaic,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00390.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00319.jpg,Cassava___Healthy,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00521.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00460.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Brown_Spot/Cassava___Brown_Spot_CCMT_00391.jpg,Cassava___Brown_Spot,CCMT,train
data/processed/train/Corn___Streak_Virus/Corn___Streak_Virus_CCMT_00253.jpg,Corn___Streak_Virus,CCMT,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_PV_00522.jpg,Corn___Northern_Leaf_Blight,PV,train
data/processed/train/Corn___Northern_Leaf_Blight/Corn___Northern_Leaf_Blight_CCMT_00523.jpg,Corn___Northern_Leaf_Blight,CCMT,train
data/processed/train/Corn___Gray_Leaf_Spot/Corn___Gray_Leaf_Spot_CCMT_00461.jpg,Corn___Gray_Leaf_Spot,CCMT,train
data/processed/train/Cassava___Healthy/Cassava___Healthy_CCMT_00320.jpg,Cassava___Healthy,CCMT,train
